canonical_smiles,conflict_flags,duplicate_group_id,group_size,inchi_keys,label_regimes,merge_policy_used,output_row_count,site_sets,source_record_ids,sources
COC(=O)[C@H]1[C@H](OC(=O)c2ccccc2)C[C@H]2CC[C@@H]1N2C,"[""site_set_mismatch""]",dup_ce7aab235f7067f6,3,"[""ZPUCINDJVBIVPJ-LXTVHRRPSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [8, 10]]","[""cocaine"", ""cocaine"", ""ZPUCINDJVBIVPJ-LXTVHRRPSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@H]1O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_af388b04c71ff36b,3,"[""BLGXFZZNTVWLAY-CCZXDCJGSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 7], [2, 7], [2, 7]]","[""yohimbine"", ""yohimbine"", ""BLGXFZZNTVWLAY-CCZXDCJGSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC(=O)c1c(C)nc(C)c(C(=O)OC/C=C/c2ccccc2)c1-c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""site_set_disjoint"", ""contains_broad_region_label""]",dup_06ebd01d6c68321e,3,"[""UZYMZRZCYLNXQU-DHZHZOJOSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[31], [31], [12, 21]]","[""dehydropranidipine"", ""dehydropranidipine"", ""UZYMZRZCYLNXQU-DHZHZOJOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,"[""site_set_mismatch""]",dup_9d1ba9489003d841,3,"[""JMZOMFYRADAWOG-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[5, 28], [5, 28], [0, 5, 22, 24, 28, 29]]","[""ddb"", ""ddb"", ""JMZOMFYRADAWOG-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC(OC)[C@@]1(C)Oc2ccc(N)cc2[C@H](N(Cc2nnn(C)n2)c2ccc(Cl)cc2)[C@H]1O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_b02cdbee76bb4bf1,3,"[""URYBOPNIACOOED-VWPQPMDRSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[8, 11, 13, 14, 20], [8, 11, 13, 14, 20], [14, 20, 21]]","[""KR_31543"", ""KR_31543"", ""URYBOPNIACOOED-VWPQPMDRSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_78a815ccc4a017c5,3,"[""BSXAHDOWMOSVAP-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 14], [2, 14], [2, 14, 23]]","[""rabeprazole_thioether"", ""rabeprazole_thioether"", ""BSXAHDOWMOSVAP-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COCC[C@@H]1C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13,"[""site_set_mismatch""]",dup_75bbec0dd8cb5fe4,3,"[""DTJQBBHYRQYDEG-RLHIPHHXSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[24], [24], [23, 24]]","[""18_methoxycoronaridine"", ""18_methoxycoronaridine"", ""DTJQBBHYRQYDEG-RLHIPHHXSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_e3273115cb6c47cc,3,"[""CNPVJJQCETWNEU-CYFREDJKSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 3, 5, 17, 21, 26, 27], [2, 3, 5, 17, 21, 26, 27], [1, 3, 4, 5, 17, 18, 19, 22, 26, 36]]","[""vicriviroc"", ""vicriviroc"", ""CNPVJJQCETWNEU-CYFREDJKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,"[""site_set_mismatch""]",dup_642f664ed1a98e36,3,"[""SEERZIQQUAZTOL-ANMDKAQQSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[6], [6], [5, 6]]","[""cerivastatin"", ""cerivastatin"", ""SEERZIQQUAZTOL-ANMDKAQQSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(CC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_c5cf130140da7e78,3,"[""CNAZMMBRYQFSBI-AEXANHCBSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[17, 53, 55, 60], [17, 53, 55, 60], [17, 37, 53, 55, 60]]","[""rifabutin"", ""rifabutin"", ""CNAZMMBRYQFSBI-AEXANHCBSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_5bbbf43e490da65b,3,"[""QFJCIRLUMZQUOT-HPLJOQBZSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 1, 34, 41, 48, 59, 64], [0, 1, 34, 41, 48, 59, 64], [0, 1, 32, 34, 41, 47, 48, 59, 64]]","[""sirolimus"", ""sirolimus"", ""QFJCIRLUMZQUOT-HPLJOQBZSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_246628d56c30eba6,3,"[""HKVAMNSJSFKALM-GKUWKFKPSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 1, 36, 55, 66], [0, 1, 36, 55, 66], [35, 46, 52, 55]]","[""everolimus"", ""everolimus"", ""HKVAMNSJSFKALM-GKUWKFKPSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4CC[C@@H](C[C@]5(CC[C@H](C(C)C)CO5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@@H]5CC/C(=C\C=C\[C@@H]3C)[C@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_988c9a15adf570cb,3,"[""QSENXEKZWYFFJK-FKLTURBQSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 36, 56], [1, 36, 56], [1, 36, 48, 56]]","[""ivermectin"", ""ivermectin"", ""QSENXEKZWYFFJK-FKLTURBQSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CO[C@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_3df6069958defdb8,3,"[""RMRJXGBAOAMLHD-LDFHUFRKSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[11, 25, 32], [11, 25, 32], [11, 25, 30, 32]]","[""buprenorphine"", ""buprenorphine"", ""RMRJXGBAOAMLHD-LDFHUFRKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,"[""site_set_mismatch""]",dup_8327ecc56dd1bc9d,3,"[""HPNSFSBZBAHARI-RUDMXATFSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[17], [17], [16, 17]]","[""mycophenolic_acid"", ""mycophenolic_acid"", ""HPNSFSBZBAHARI-RUDMXATFSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_08c7412ff755d4f2,3,"[""YEEZWCHGZNKEEK-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[14, 27], [14, 27], [14, 27]]","[""zafirlukast"", ""zafirlukast"", ""YEEZWCHGZNKEEK-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,"[""label_regime_mismatch"", ""site_set_mismatch""]",dup_a6739bbb69a68d0d,3,"[""XMXHEBAFVSFQEX-UHFFFAOYSA-N""]","[""single_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 3, 15], [0, 3, 15], [0, 2, 3, 15]]","[""iloperidone"", ""iloperidone"", ""XMXHEBAFVSFQEX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,"[""label_regime_mismatch""]",dup_d23d741c5cfa5f14,3,"[""YKPUWZUDDOIDPM-SOFGYWHQSA-N""]","[""multi_exact"", ""single_exact""]",partial_agreement_union,1,"[[1, 5, 6], [1, 5, 6], [1, 5, 6]]","[""capsaicin"", ""capsaicin"", ""YKPUWZUDDOIDPM-SOFGYWHQSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1cc(C[C@@H]2SC(=O)NC2=O)ccc1C(=O)NCc1ccc(C(F)(F)F)cc1,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_0f985f98fe78ca98,3,"[""RXRULMGJKSLDFM-INIZCTEOSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[3, 6], [3, 6], [3, 6]]","[""MK_0767"", ""MK_0767"", ""RXRULMGJKSLDFM-INIZCTEOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_5084465ee70e1dbb,3,"[""DCSUBABJRXZOMT-RBBKRZOGSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[20, 23, 24, 25, 29, 30], [20, 23, 24, 25, 29, 30], [20, 21, 23, 24, 25, 26, 29, 30]]","[""cisapride"", ""cisapride"", ""DCSUBABJRXZOMT-RBBKRZOGSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC,"[""site_set_mismatch""]",dup_b492f067c0861ef6,3,"[""ZGLXUQQMLLIKAN-SVIJTADQSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[6, 17, 24, 27, 28], [6, 17, 24, 27, 28], [6, 9, 11, 15, 17, 21, 22, 24, 27, 28]]","[""deoxypodophyllotoxin"", ""deoxypodophyllotoxin"", ""ZGLXUQQMLLIKAN-SVIJTADQSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,"[""site_set_mismatch""]",dup_fa6d25fabd072efa,3,"[""NRUKOCRGYNPUPR-QBPJDGROSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[5, 26], [5, 26], [5, 26, 43, 44]]","[""teniposide"", ""teniposide"", ""NRUKOCRGYNPUPR-QBPJDGROSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1cc([C@@H]2c3cc4c(cc3[C@H](O[C@H]3O[C@H]5CO[C@@H](C)O[C@@H]5[C@@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,"[""site_set_mismatch""]",dup_9a41962d7f6e07eb,3,"[""VJJPUSNTGOMMGY-PRPOLQJISA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[13, 14], [13, 14], [13, 14, 33, 35]]","[""etoposide"", ""etoposide"", ""VJJPUSNTGOMMGY-PRPOLQJISA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1cc2c(CCN3CCN(c4cccc(Cl)c4C)CC3)nn(Cc3c[nH]cn3)c2cc1OC,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_ba6cfa11b7bc03b0,3,"[""KSWPGVNFLOBEBO-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[14, 18, 23, 27, 32], [14, 18, 23, 27, 32], [1, 2, 14, 15, 18, 20, 23, 27, 32, 33]]","[""dy_9760e"", ""dy_9760e"", ""KSWPGVNFLOBEBO-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@H](NC(C)=O)CC2,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_c770792012015843,3,"[""IAKHMKGGTNLKSZ-MRXNPFEDSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 10], [2, 10], [2, 3, 10, 11]]","[""colchicine"", ""colchicine"", ""IAKHMKGGTNLKSZ-MRXNPFEDSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2,"[""label_regime_mismatch""]",dup_3dd73bf502b55b0a,3,"[""OQIQSTLJSLGHID-WNWIJWBNSA-N""]","[""single_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[7, 13, 19], [7, 13, 19], [7, 13, 19]]","[""aflatoxin_b1"", ""aflatoxin_b1"", ""OQIQSTLJSLGHID-WNWIJWBNSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label"", ""tier_assignment_mismatch""]",dup_bb073a2bd1f89564,3,"[""XGALLCVXEZPNRQ-UHFFFAOYSA-N""]","[""broad_region"", ""tiered_multisite""]",conflict_preserved,3,"[[9, 12, 25], [9, 12, 25], [7, 9]]","[""gefitinib"", ""gefitinib"", ""XGALLCVXEZPNRQ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_aa90d7557bbf4667,3,"[""ULSUXBXHSYSGDT-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[7, 12, 23], [7, 12, 23], [7, 8, 12, 19, 21, 23]]","[""tangeretin"", ""tangeretin"", ""ULSUXBXHSYSGDT-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(-c2nc3cc(C4=NNC(=O)C[C@@H]4C)ccc3[nH]2)cc1,"[""site_set_mismatch""]",dup_052cecd2eefb1829,3,"[""GLBJJMFZWDBELO-NSHDSACASA-N""]","[""single_exact""]",partial_agreement_union,1,"[[10], [10], [8, 10]]","[""pimobendan"", ""pimobendan"", ""GLBJJMFZWDBELO-NSHDSACASA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,"[""site_set_mismatch""]",dup_467dbd35082b157b,3,"[""FPLMIPQZHHQWHN-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[20], [20], [17, 20]]","[""tamarixetin"", ""tamarixetin"", ""FPLMIPQZHHQWHN-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(/C=C2\CCCN=C2c2cccnc2)c(OC)c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_dd9949f0ed86f472,3,"[""RPYWXZCFYPVCNQ-RVDMUPIBSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[16, 21], [16, 21], [1, 16, 21, 22]]","[""GTS-21"", ""GTS-21"", ""RPYWXZCFYPVCNQ-RVDMUPIBSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(C(C)C)cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,"[""site_set_mismatch""]",dup_30fd5bd6e507aba4,3,"[""XPNMCDYOYIKVGB-CONSDPRKSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[10], [10], [10, 11, 12]]","[""ezlopitant"", ""ezlopitant"", ""XPNMCDYOYIKVGB-CONSDPRKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,"[""site_set_mismatch""]",dup_2bd37571d02f30d9,3,"[""IAKOZHOLGAGEJT-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[5, 12], [5, 12], [5, 9, 10, 12]]","[""methoxychlor"", ""methoxychlor"", ""IAKOZHOLGAGEJT-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_22b0047d941c2716,3,"[""SGTNSNPWRIOYBX-HHHXNRCGSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[6, 20, 28], [20, 28], [4, 6, 20, 24, 28]]","[""verapamil"", ""verapamil"", ""SGTNSNPWRIOYBX-HHHXNRCGSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_2fd38411d0d377e4,3,"[""GXDALQBWZGODGZ-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[12, 15], [12, 15], [3, 12, 15, 28, 30]]","[""astemizole"", ""astemizole"", ""GXDALQBWZGODGZ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(CCNCCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,"[""label_regime_mismatch"", ""site_set_mismatch""]",dup_fa81bb52201e720d,3,"[""UPKQNCPKPOLASS-AREMUKBSSA-N""]","[""multi_exact"", ""single_exact""]",partial_agreement_union,1,"[[27], [27], [3, 4, 25, 27]]","[""norverapamil"", ""norverapamil"", ""UPKQNCPKPOLASS-AREMUKBSSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(N2CCc3c(NCCO)nc4c(OC(F)(F)F)cccc4c32)c(C)c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_8461764b6fb61c90,3,"[""ZFDXQUVDLKGYIL-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 9, 17, 19], [2, 9, 17, 19], [2, 9, 17, 19, 20, 23]]","[""kr_60436"", ""kr_60436"", ""ZFDXQUVDLKGYIL-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(NS(=O)(=O)C(F)(F)F)cc1C[C@@H]1COc2ccc(OCc3nc4cc(F)c(F)cc4s3)cc2[C@@H]1O,"[""site_set_mismatch""]",dup_039059740c41c9e9,3,"[""OFYJBLBCZNRWLC-DLUDVSRJSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[12], [12], [4, 12]]","[""cp_199331"", ""cp_199331"", ""OFYJBLBCZNRWLC-DLUDVSRJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_d3cc31acc0f71ca5,3,"[""IRLWJILLXJGJTD-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[4, 5, 7, 8, 11], [4, 5, 7, 8, 11], [4, 5, 7, 8, 11, 37]]","[""muraglitazar"", ""muraglitazar"", ""IRLWJILLXJGJTD-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(OC(F)(F)F)cc1CN,"[""site_set_mismatch""]",dup_06def1b828930062,3,"[""JGFONUZHXXBGTF-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [7, 8]]","[""CP_677_623"", ""CP_677_623"", ""JGFONUZHXXBGTF-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc(OC(F)(F)F)cc1CN[C@@H]1CCCN[C@H]1c1ccccc1,"[""site_set_mismatch""]",dup_a61a58252401ceb8,3,"[""ZIWFCOIGUNPHPM-MJGOQNOKSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[22], [22], [22, 23]]","[""CP_122_721"", ""CP_122_721"", ""ZIWFCOIGUNPHPM-MJGOQNOKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,"[""site_set_mismatch""]",dup_36e0a57fc3328079,3,"[""PNVNVHUZROJLTJ-MRXNPFEDSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[17, 19], [17, 19], [0, 17, 19]]","[""venlafaxine"", ""venlafaxine"", ""PNVNVHUZROJLTJ-MRXNPFEDSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,"[""site_set_mismatch""]",dup_9b35ae8727c0f1b7,3,"[""HSUGRBWQSSZJOP-RTWAWAEBSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[6, 11], [6, 11], [5, 6, 11]]","[""diltiazem"", ""diltiazem"", ""HSUGRBWQSSZJOP-RTWAWAEBSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc([C@H](CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_8083ae6afff780f2,3,"[""HGFOOLONGOBCMP-IBGZPJMESA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[24, 30], [24, 30], [24, 30]]","[""compound_A"", ""compound_A"", ""HGFOOLONGOBCMP-IBGZPJMESA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc([N+](=O)[O-])cc1,"[""site_set_mismatch""]",dup_bfee1c4aed54072a,3,"[""BNUHAJGCKIQFGE-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [1, 8]]","[""4-nitroanisole"", ""4-nitroanisole"", ""BNUHAJGCKIQFGE-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_fcf909d1d68c7f33,3,"[""SUBDBMMJDZJVOS-DEOSSOPVSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 14, 19, 22], [0, 14, 19, 22], [0, 12, 13, 19, 22]]","[""omeprazole"", ""omeprazole"", ""SUBDBMMJDZJVOS-DEOSSOPVSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1,"[""site_set_mismatch""]",dup_a6c3759856b78036,3,"[""DNBPMBJFRRVTSJ-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[12, 16], [12, 16], [11, 12, 16]]","[""foxy"", ""foxy"", ""DNBPMBJFRRVTSJ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_6e4375a2742f30bb,3,"[""UZJVBXKFBQNDTQ-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 3, 5, 10, 11, 18], [2, 3, 5, 10, 11, 18], [1, 2, 3, 5, 8, 9, 10, 11, 18, 24]]","[""bpr0l075"", ""bpr0l075"", ""UZJVBXKFBQNDTQ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
