all_labeled_site_atoms,annotation_label_regime,citation,doi,duplicate_group_id,merge_policy_used,output_label_regime,output_row_id,primary_site_atoms,secondary_site_atoms,site_source,source_file,source_record_id,tertiary_site_atoms
"[0, 1]",single_exact,"Madan et al.,Xenobiotica,37,736,2007 PMID: 17620220",,dup_03a3c92046340779,partial_agreement_union,single_exact,indiplon,[1],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CBIAWPMZSFFRGN-UHFFFAOYSA-N,[]
[13],single_exact,,,dup_be55097d6405294e,single_source,single_exact,ketoconazole,[],[],Peng_external,/Users/deepika/Desktop/books/enzyme_Software/suppl_info/Peng_external_dataset/Peng_external_dataset.sdf,ketoconazole,[]
[4],single_exact,"Altuntas et al.,Chem. Res. Tox.,17,435,2004",,dup_2268d47cb4372fcd,partial_agreement_union,single_exact,N_ac_FFVC,[4],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,N_ac_FFVC,[]
[4],single_exact,"Altuntas et al.,Chem. Res. Tox.,17,435,2004",,dup_2268d47cb4372fcd,partial_agreement_union,single_exact,N_ac_FFVC,[4],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,N_ac_FFVC,[]
[4],single_exact,"Altuntas et al.,Chem. Res. Tox.,17,435,2004 PMID: 15025515",,dup_2268d47cb4372fcd,partial_agreement_union,single_exact,N_ac_FFVC,[4],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,JAZJDNUIJLZFSZ-GZNKVARCSA-N,[]
[4],single_exact,"Altuntas et al.,Chem. Res. Tox.,17,435,2004",,dup_67142d762b060c48,partial_agreement_union,single_exact,N_ac_DFEC,[4],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,N_ac_DFEC,[]
[4],single_exact,"Altuntas et al.,Chem. Res. Tox.,17,435,2004",,dup_67142d762b060c48,partial_agreement_union,single_exact,N_ac_DFEC,[4],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,N_ac_DFEC,[]
[4],single_exact,"Altuntas et al.,Chem. Res. Tox.,17,435,2004 PMID: 15025515",,dup_67142d762b060c48,partial_agreement_union,single_exact,N_ac_DFEC,[4],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ZONTWFMTDBGILI-WDSKDSINSA-N,[]
"[1, 10]",multi_exact,"Patten et al.,Chem. Res. Toxicol.,6,511,1993",10.1021/tx0034a019,dup_756421e0faae9d58,conflict_preserved,multi_exact,acetaminophen,"[1, 10]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,acetaminophen,[]
"[1, 10]",multi_exact,"Patten et al.,Chem. Res. Toxicol.,6,511,1993",10.1021/tx0034a019,dup_756421e0faae9d58,conflict_preserved,multi_exact,acetaminophen,"[1, 10]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,acetaminophen,[]
"[0, 1, 2, 3, 4, 6, 8, 10]",broad_region,"Dong et al.,Drug Metab. Disp.,28,1397,2000 PMID: 11095574
J.L. Raucy, Arch. Biochem. Biophys., 1989, 271, 270-283
Patten et al.,Chem. Res. Toxicol.,6,511,1993
Chen et al.,Chem. Res. Toxicol.,11,295,1998",,dup_756421e0faae9d58,conflict_preserved,broad_region,RZVAJINKPMORJF-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,RZVAJINKPMORJF-UHFFFAOYSA-N,[]
[],unknown,"McManus ME. et al.,Cancer Research, 50, 3367-3376, 1990",,dup_87d66ea596c28a71,single_source,broad_region,CZIHNRWJTSTCEX-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CZIHNRWJTSTCEX-UHFFFAOYSA-N,[]
"[17, 25, 26]",multi_exact,"Cresteil et al.,Drug Metab. Disp.,30,438,2002",,dup_c2d59144f87762b3,exact_agreement,multi_exact,docetaxel,"[17, 25, 26]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,docetaxel,[]
"[17, 25, 26]",multi_exact,"Cresteil et al.,Drug Metab. Disp.,30,438,2002",,dup_c2d59144f87762b3,exact_agreement,multi_exact,docetaxel,"[17, 25, 26]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,docetaxel,[]
"[17, 25, 26]",multi_exact,"Cresteil et al.,Drug Metab. Disp.,30,438,2002 PMID: 11901098",,dup_c2d59144f87762b3,exact_agreement,multi_exact,docetaxel,"[17, 25, 26]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,[]
[31],single_exact,"Harris et al.,Cancer Res.,54,4026,1994",,dup_81cb9f655a07fd29,exact_agreement,single_exact,TAXOL,[31],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,TAXOL,[]
[31],single_exact,"Harris et al.,Cancer Res.,54,4026,1994",,dup_81cb9f655a07fd29,exact_agreement,single_exact,TAXOL,[31],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,TAXOL,[]
[31],single_exact,"D.S. Sonnichsen et al., J. Pharm. Exp. Ther., 1995, 275, 566-575
Harris et al.,Cancer Res.,54,4026,1994",,dup_81cb9f655a07fd29,exact_agreement,single_exact,TAXOL,[31],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,RCINICONZNJXQF-YUKVPPSFSA-N,[]
[18],single_exact,"Niwa et al., xenobiotica, 1998, 28, 539-547",,dup_a41acc7a1acc2011,exact_agreement,single_exact,pregnenolone,[18],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,pregnenolone,[]
[18],single_exact,"Niwa et al., xenobiotica, 1998, 28, 539-547",,dup_a41acc7a1acc2011,exact_agreement,single_exact,pregnenolone,[18],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,pregnenolone,[]
[18],single_exact,"Niwa et al., xenobiotica, 1998, 28, 539-547",,dup_a41acc7a1acc2011,exact_agreement,single_exact,pregnenolone,[18],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ORNBQBCIOKFOEO-QGVNFLHTSA-N,[]
"[9, 10, 14, 17]",tiered_multisite,"Yamazaki and Shimada,Arch. Biochem. Biophys.,346,161,1997",,dup_c3e2222c77eb1d91,partial_agreement_union,tiered_multisite,progesterone,[10],[9],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,progesterone,"[14, 17]"
"[9, 10, 14, 17]",tiered_multisite,"Yamazaki and Shimada,Arch. Biochem. Biophys.,346,161,1997",,dup_c3e2222c77eb1d91,partial_agreement_union,tiered_multisite,progesterone,[10],[9],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,progesterone,"[14, 17]"
"[9, 10, 14, 17]",multi_exact,"T. Niwa, Y. Yabusaki, K. Honma, N. Matsuo, K. Tatsuta, F. Ishibashi, M. Katagiri, Xenobiotica 1998, 28, 539-547. Links PMID:9667077",,dup_c3e2222c77eb1d91,partial_agreement_union,tiered_multisite,progesterone,"[9, 10, 14, 17]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,RJKFOVLPORLFTN-LEKSSAKUSA-N,[]
[1],single_exact,,10.1021/tx0341409,dup_09a3ebdaa06ac03b,partial_agreement_union,single_exact,2-acetylbenzothiophene,[1],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,2-acetylbenzothiophene,[]
[1],single_exact,,10.1021/tx0341409,dup_09a3ebdaa06ac03b,partial_agreement_union,single_exact,2-acetylbenzothiophene,[1],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,2-acetylbenzothiophene,[]
[1],single_exact,"Elizabeth M. Joshi, Brian H. Heasley, Mahendra D. Chordia, and Timothy L. Macdonald, In Vitro Metabolism of 2 Acetylbenzothiophene:  Relevance to Zileuton Hepatotoxicity, Chem. Res. Toxicol., 2004, 17 (2), pp 137-143",,dup_09a3ebdaa06ac03b,partial_agreement_union,single_exact,2-acetylbenzothiophene,[1],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,SGSGCQGCVKWRNM-UHFFFAOYSA-N,[]
"[4, 5, 14, 33]",tiered_multisite,"Chiba et al.,Biochem. Pharmacol.,53,1187,1997",,dup_cb8be973082ac5cc,partial_agreement_union,tiered_multisite,indinavir,[5],[4],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,indinavir,"[14, 33]"
"[4, 5, 14, 33]",tiered_multisite,"Chiba et al.,Biochem. Pharmacol.,53,1187,1997",,dup_cb8be973082ac5cc,partial_agreement_union,tiered_multisite,indinavir,[5],[4],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,indinavir,"[14, 33]"
"[4, 5, 14, 19, 33]",multi_exact,"Chiba et al.,Biochem. Pharmacol.,53,1187,1997 PMID: 9175724",,dup_cb8be973082ac5cc,partial_agreement_union,tiered_multisite,indinavir,"[4, 5, 14, 33]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CBVCZFGXHXORBI-PXQQMZJSSA-N,[]
[19],single_exact,"Fitzsimmons and Collins,Drug Metab. Disp.,25,256,1997",,dup_02216e806404ae47,exact_agreement,single_exact,saquinavir,[19],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,saquinavir,[]
[19],single_exact,"Fitzsimmons and Collins,Drug Metab. Disp.,25,256,1997",,dup_02216e806404ae47,exact_agreement,single_exact,saquinavir,[19],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,saquinavir,[]
[19],single_exact,"Fitzsimmons and Collins,Drug Metab. Disp.,25,256,1997 PMID: 9029057",,dup_02216e806404ae47,exact_agreement,single_exact,saquinavir,[19],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,QWAXKHKRTORLEM-UGJKXSETSA-N,[]
"[11, 12, 19]",multi_exact,"Guengerich,Ann. Rev. Pharmacol. Toxicol.,39,1,1999",,dup_d6e5675924c4d756,exact_agreement,multi_exact,finasteride,"[11, 12, 19]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,finasteride,[]
"[11, 12, 19]",multi_exact,"Guengerich,Ann. Rev. Pharmacol. Toxicol.,39,1,1999",,dup_d6e5675924c4d756,exact_agreement,multi_exact,finasteride,"[11, 12, 19]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,finasteride,[]
"[11, 12, 19]",multi_exact,"Guengerich,Ann. Rev. Pharmacol. Toxicol.,39,1,1999 PMID: 10331074 
PMID: 8654202",,dup_d6e5675924c4d756,exact_agreement,multi_exact,finasteride,"[11, 12, 19]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,DBEPLOCGEIEOCV-WSBQPABSSA-N,[]
[16],single_exact,,,dup_683ddea341703948,single_source,single_exact,AMG853_M1,[],[],Peng_external,/Users/deepika/Desktop/books/enzyme_Software/suppl_info/Peng_external_dataset/Peng_external_dataset.sdf,AMG853_M1,[]
[],unknown,"Bapiro et al.,Biochem. Pharm.,64,1387,2002 PMID: 12392820
Volotinen, Marjo, et al. ""Timolol metabolism in human liver microsomes is mediated principally by CYP2D6."" Drug metabolism and disposition (2007)",,dup_d9aacbc994a57209,single_source,broad_region,BLJRIMJGRPQVNF-JTQLQIEISA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,BLJRIMJGRPQVNF-JTQLQIEISA-N,[]
[13],single_exact,"Surapaneni et al.,Drug Metab. Disp.,25,1383,1997",,dup_7bad0d05395b456d,exact_agreement,single_exact,tazofelone,[13],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,tazofelone,[]
[13],single_exact,"Surapaneni et al.,Drug Metab. Disp.,25,1383,1997",,dup_7bad0d05395b456d,exact_agreement,single_exact,tazofelone,[13],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,tazofelone,[]
[13],single_exact,"Surapaneni et al.,Drug Metab. Disp.,25,1383,1997 PMID: 9394028",,dup_7bad0d05395b456d,exact_agreement,single_exact,tazofelone,[13],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ILMMRHUILQOQGP-AWEZNQCLSA-N,[]
[0],single_exact,"Hashizume et al.,Drug Metab. Disp.,26,566,1998",,dup_725dc162b52d59f0,partial_agreement_union,single_exact,ebastine,[0],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,ebastine,[]
[0],single_exact,"Hashizume et al.,Drug Metab. Disp.,26,566,1998",,dup_725dc162b52d59f0,partial_agreement_union,single_exact,ebastine,[0],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,ebastine,[]
"[0, 6]",single_exact,"Hashizume et al.,Drug Metab. Disp.,26,566,1998 PMID: 9616193",,dup_725dc162b52d59f0,partial_agreement_union,single_exact,ebastine,[0],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,VPIRRYIYIPYTGX-UHFFFAOYSA-N,[]
"[5, 15, 18, 29]",tiered_multisite,"Jones et al.,Drug Metab. Disp.,26,875,1998",,dup_fffb1ffc3a35ad06,partial_agreement_union,tiered_multisite,terfenadine,"[15, 18, 29]",[5],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,terfenadine,[]
"[5, 15, 18, 29]",tiered_multisite,"Jones et al.,Drug Metab. Disp.,26,875,1998",,dup_fffb1ffc3a35ad06,partial_agreement_union,tiered_multisite,terfenadine,"[15, 18, 29]",[5],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,terfenadine,[]
"[0, 5, 15, 18, 29]",multi_exact,"Jones et al.,Drug Metab. Disp.,26,875,1998 PMID: 9733666",,dup_fffb1ffc3a35ad06,partial_agreement_union,tiered_multisite,terfenadine,"[5, 15, 18, 29]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,GUGOEEXESWIERI-PMERELPUSA-N,[]
"[3, 23]",tiered_multisite,"Chiba et al.,Drug Metab. Disp.,25,1022,1997",,dup_ae5c62c0a6b4a60c,partial_agreement_union,tiered_multisite,montelukast,[23],[3],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,montelukast,[]
"[3, 23]",tiered_multisite,"Chiba et al.,Drug Metab. Disp.,25,1022,1997",,dup_ae5c62c0a6b4a60c,partial_agreement_union,tiered_multisite,montelukast,[23],[3],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,montelukast,[]
"[3, 23]",multi_exact,"Chiba et al.,Drug Metab. Dispos.,25,1022,1997, PMID:9311616",,dup_ae5c62c0a6b4a60c,partial_agreement_union,tiered_multisite,montelukast,"[3, 23]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UCHDWCPVSPXUMX-TZIWLTJVSA-N,[]
[17],single_exact,,,dup_1cac67443b6fa50e,single_source,single_exact,Ciprofibrate,[],[],Rudik_external,/Users/deepika/Desktop/books/enzyme_Software/suppl_info/Rudik_external_dataset/Rudik_external_dataset.sdf,Ciprofibrate,[]
"[7, 11]",multi_exact,"Diaz et al.,Drug Metab. Disp.,36,380,2008",10.1124/dmd.106.013920,dup_f8aa077c64b2d28d,partial_agreement_union,multi_exact,ps_15,"[7, 11]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,ps_15,[]
"[7, 11]",multi_exact,"Diaz et al.,Drug Metab. Disp.,36,380,2008",10.1124/dmd.106.013920,dup_f8aa077c64b2d28d,partial_agreement_union,multi_exact,ps_15,"[7, 11]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,ps_15,[]
[11],single_exact,"Diaz et al.,Drug Metab. Disp.,36,380,2008 PMID:18006651",,dup_f8aa077c64b2d28d,partial_agreement_union,multi_exact,ps_15,[11],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,LXMYLZNSNKNNEJ-UHFFFAOYSA-N,[]
"[10, 20]",multi_exact,"Diaz et al.,Drug Metab. Disp.,36,380,2008",10.1124/dmd.106.013920,dup_f94327e31561a264,partial_agreement_union,multi_exact,jpc_2056,"[10, 20]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,jpc_2056,[]
"[10, 20]",multi_exact,"Diaz et al.,Drug Metab. Disp.,36,380,2008",10.1124/dmd.106.013920,dup_f94327e31561a264,partial_agreement_union,multi_exact,jpc_2056,"[10, 20]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,jpc_2056,[]
[10],single_exact,"Diaz et al.,Drug Metab. Disp.,36,380,2008, doi:10.1124/dmd.106.013920, PMID:18006651
Arfeen, Minhajul, et al. ""Importance of cytochromes in cyclization reactions: quantum chemical study on a model reaction of proguanil to cycloguanil."" Journal of computational chemistry 35.28 (2014): 2047-2055.",,dup_f94327e31561a264,partial_agreement_union,multi_exact,jpc_2056,[10],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,NDJYKXNKFMMXEW-UHFFFAOYSA-N,[]
[],unknown,"Wright et al, Br. J. Clin. Pharmac., 1995, 39, 441-444
Arfeen, Minhajul, et al. ""Importance of cytochromes in cyclization reactions: quantum chemical study on a model reaction of proguanil to cycloguanil."" Journal of computational chemistry 35.28 (2014): 2047-2055.",,dup_04126dc707640afb,single_source,broad_region,ISZNZKHCRKXXAU-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ISZNZKHCRKXXAU-UHFFFAOYSA-N,[]
[19],single_exact,"Furster and Wikvall, Biochim. Biophys. Acta, 1999, 1437, 46-52",,dup_08495687446e3f34,single_source,single_exact,RIVQQZVHIVNQFH-XJZYBRFWSA-N,[19],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,RIVQQZVHIVNQFH-XJZYBRFWSA-N,[]
[0],single_exact,"Furster and Wikvall, Biochim. Biophys. Acta, 1999, 1437, 46-52",10.1016/S0005-2760(98)00175-1,dup_26e411cfabba2cdc,exact_agreement,single_exact,5betacholestane-3_7_12_trihydroxy,[0],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,5betacholestane-3_7_12_trihydroxy,[]
[0],single_exact,"Furster and Wikvall, Biochim. Biophys. Acta, 1999, 1437, 46-52",10.1016/S0005-2760(98)00175-1,dup_26e411cfabba2cdc,exact_agreement,single_exact,5betacholestane-3_7_12_trihydroxy,[0],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,5betacholestane-3_7_12_trihydroxy,[]
[7],single_exact,"Delaforge et al.,Eur. J. Biochem.,250,150,1997",,dup_ae0042babd801814,partial_agreement_union,single_exact,tentoxin,[7],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,tentoxin,[]
[7],single_exact,"Delaforge et al.,Eur. J. Biochem.,250,150,1997",,dup_ae0042babd801814,partial_agreement_union,single_exact,tentoxin,[7],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,tentoxin,[]
"[7, 11]",single_exact,"Delaforge et al.,Eur. J. Biochem.,250,150,1997 PMID: 9432003",,dup_ae0042babd801814,partial_agreement_union,single_exact,tentoxin,[7],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,SIIRBDOFKDACOK-YQMBXKBSSA-N,[]
"[0, 18]",multi_exact,"Bae et al.,Drug Metab. Disp.,36,1679,2008",10.1124/dmd.108.020727,dup_c3f9a03153e9ef97,partial_agreement_union,multi_exact,sibutramine,"[0, 18]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,sibutramine,[]
"[0, 18]",multi_exact,"Bae et al.,Drug Metab. Disp.,36,1679,2008",10.1124/dmd.108.020727,dup_c3f9a03153e9ef97,partial_agreement_union,multi_exact,sibutramine,"[0, 18]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,sibutramine,[]
"[0, 9, 18]",multi_exact,"Bae et al.,Drug Metab. Disp.,36,1679,2008",,dup_c3f9a03153e9ef97,partial_agreement_union,multi_exact,sibutramine,"[0, 18]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UNAANXDKBXWMLN-INIZCTEOSA-N,[]
[11],single_exact,"Pekol et al.,Drug Metab. Disp.,33,771,2005",,dup_0c7263d7763db61c,exact_agreement,single_exact,bortezomib,[11],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,bortezomib,[]
[11],single_exact,"Pekol et al.,Drug Metab. Disp.,33,771,2005",,dup_0c7263d7763db61c,exact_agreement,single_exact,bortezomib,[11],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,bortezomib,[]
"[1, 11]",broad_region,"Pekol et al.,Drug Metab. Disp.,33,771,2005 PMID: 15764713 
PMID: 16608165",,dup_e9b1c86719491f2d,single_source,multi_exact,GXJABQQUPOEUTA-RDJZCZTQSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,GXJABQQUPOEUTA-RDJZCZTQSA-N,[]
"[19, 25]",multi_exact,"Althaus et al.,Xenobiotica,30,1033,2000",,dup_e081f56ed6d017d2,partial_agreement_union,multi_exact,bromocriptine,"[19, 25]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,bromocriptine,[]
"[19, 25]",multi_exact,"Althaus et al.,Xenobiotica,30,1033,2000",,dup_e081f56ed6d017d2,partial_agreement_union,multi_exact,bromocriptine,"[19, 25]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,bromocriptine,[]
"[19, 25]",multi_exact,"Althaus et al.,Xenobiotica,30,1033,2000 PMID: 11197065",,dup_e081f56ed6d017d2,partial_agreement_union,multi_exact,bromocriptine,"[19, 25]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,OZVBMTJYIDMWIL-AYFBDAFISA-N,[]
[8],single_exact,,,dup_eab9e3840d562b69,single_source,single_exact,Ibuprofen,[],[],Rudik_external,/Users/deepika/Desktop/books/enzyme_Software/suppl_info/Rudik_external_dataset/Rudik_external_dataset.sdf,Ibuprofen,[]
"[1, 22]",multi_exact,"Eichizen et al.,Drug Metab. Disp.,28,937,2000",,dup_94a08516d7255c72,partial_agreement_union,multi_exact,disopyramide,"[1, 22]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,disopyramide,[]
"[1, 22]",multi_exact,"Eichizen et al.,Drug Metab. Disp.,28,937,2000",,dup_94a08516d7255c72,partial_agreement_union,multi_exact,disopyramide,"[1, 22]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,disopyramide,[]
"[1, 3, 22]",multi_exact,"Eichizen et al.,Drug Metab. Disp.,28,937,2000 PMID: 10901704",,dup_94a08516d7255c72,partial_agreement_union,multi_exact,disopyramide,"[1, 22]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UVTNFZQICZKOEM-NRFANRHFSA-N,[]
"[3, 8]",multi_exact,"Diaz et al.,Drug Metab. Disp.,36,380,2008",10.1124/dmd.106.013920,dup_021f3eb8cd5ae242,partial_agreement_union,multi_exact,proguanil,"[3, 8]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,proguanil,[]
"[3, 8]",multi_exact,"Diaz et al.,Drug Metab. Disp.,36,380,2008",10.1124/dmd.106.013920,dup_021f3eb8cd5ae242,partial_agreement_union,multi_exact,proguanil,"[3, 8]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,proguanil,[]
[3],single_exact,"Diaz et al.,Drug Metab. Disp.,36,380,2008
Arfeen, Minhajul, et al. ""Importance of cytochromes in cyclization reactions: quantum chemical study on a model reaction of proguanil to cycloguanil."" Journal of computational chemistry 35.28 (2014): 2047-2055.",,dup_021f3eb8cd5ae242,partial_agreement_union,multi_exact,proguanil,[3],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,SSOLNOMRVKKSON-UHFFFAOYSA-N,[]
[22],single_exact,"Horikiri et al.,Life Sciences,63,1097,1998",10.1016/S0024-3205(98)0037-3,dup_854b4e6823ebd530,partial_agreement_union,single_exact,bisoprolol,[22],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,bisoprolol,[]
[22],single_exact,"Horikiri et al.,Life Sciences,63,1097,1998",10.1016/S0024-3205(98)0037-3,dup_854b4e6823ebd530,partial_agreement_union,single_exact,bisoprolol,[22],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,bisoprolol,[]
